group,names,scores,logfoldchanges,pvals,pvals_adj
0,ENSG00000188257,29.053719,5.169066,1.381012645235332e-185,1.9588831847309675e-184
0,ENSG00000214046,28.61925,1.3379967,3.87101017683247e-180,5.432996739413993e-179
0,ENSG00000101335,27.859264,0.31794637,8.318509204798535e-171,1.1513507549894166e-169
0,ENSG00000180875,27.787474,5.993247,6.1469880558533516e-170,8.478604214970141e-169
0,ENSG00000124942,27.70357,0.663051,6.323851131528657e-169,8.66280976921734e-168
0,ENSG00000142798,27.698238,1.385542,7.331862683588091e-169,1.00093688513148e-167
0,ENSG00000265972,27.696222,0.7570363,7.753331208993246e-169,1.0548749944208499e-167
0,ENSG00000103811,27.464333,1.3972133,4.684880920499661e-166,6.309603933332877e-165
0,ENSG00000102760,27.077658,1.1986307,1.804980351952138e-161,2.3749741473054448e-160
0,ENSG00000136960,26.99039,2.197395,1.916217467911716e-160,2.513072089064546e-159
0,ENSG00000162692,26.845682,2.2182107,9.472713417479537e-159,1.2222856022554242e-157
0,ENSG00000161381,26.825043,3.291586,1.6495012879114398e-158,2.1215450648378646e-157
0,ENSG00000166250,26.817549,4.509706,2.0173213170745942e-158,2.5863093808648645e-157
0,ENSG00000130340,26.286907,1.508427,2.7071521476975463e-152,3.437653520885773e-151
0,ENSG00000124785,26.25508,0.9720507,6.254229894830175e-152,7.891772737956056e-151
0,ENSG00000124491,26.02534,2.4230158,2.5592566547765247e-149,3.209099253638275e-148
0,ENSG00000113739,25.97691,4.2767115,9.03214145275945e-149,1.1290176815949312e-147
0,ENSG00000109846,25.376747,0.6224682,4.555156352520678e-142,5.623649817926764e-141
0,ENSG00000082196,25.32132,5.3684177,1.8606063172800713e-141,2.2829525365399648e-140
0,ENSG00000106809,24.93457,5.5292735,3.1396019137697517e-137,3.8055780772966685e-136
0,ENSG00000111716,24.929178,0.67070335,3.592168596810501e-137,4.340989240858611e-136
0,ENSG00000198848,24.684921,3.8575196,1.552904566880746e-134,1.8709693576876456e-133
0,ENSG00000170876,24.369766,1.369191,3.5789872202879804e-131,4.260699071771405e-130
0,ENSG00000184990,24.208319,0.7910355,1.818341410086105e-129,2.1455355871222474e-128
0,ENSG00000041982,24.147152,2.4490755,7.999041818021951e-129,9.383040255744223e-128
0,ENSG00000156076,23.93278,5.434038,1.3965037472837814e-126,1.628575798581669e-125
0,ENSG00000131370,23.723183,1.3331383,2.078862079498117e-124,2.3963828005741985e-123
0,ENSG00000133321,23.532766,1.8079286,1.8848476530670631e-122,2.154111603505215e-121
0,ENSG00000164172,23.49097,1.5959556,5.044506676292468e-122,5.748725557028453e-121
0,ENSG00000127324,23.383827,2.7675576,6.243003579064764e-121,7.094322248937233e-120
0,ENSG00000163710,23.291111,4.655715,5.455375754663082e-120,6.181728900468081e-119
0,ENSG00000114446,23.1519,1.2861398,1.3911115023949773e-118,1.563046631904469e-117
0,ENSG00000183010,23.1302,3.4677055,2.300626069610911e-118,2.563371665304636e-117
0,ENSG00000168079,23.089533,6.7361326,5.898645412774286e-118,6.554050458638096e-117
0,ENSG00000197635,23.013407,4.138767,3.4221473796900174e-117,3.7709612999339037e-116
0,ENSG00000108551,22.969196,1.0730628,9.474932717635308e-117,1.0412013975423416e-115
0,ENSG00000197958,22.875257,0.38786885,8.194195607841648e-116,8.979940392155231e-115
0,ENSG00000000005,22.689205,4.376321,5.726193222157992e-114,6.241082530962388e-113
0,ENSG00000102524,22.554464,2.9196584,1.213996760102249e-112,1.315985647807316e-111
0,ENSG00000138279,22.463234,0.7618891,9.501281826206192e-112,1.0271656028331018e-110
0,ENSG00000125971,22.386797,0.6617805,5.292899941332394e-111,5.70663066450932e-110
0,ENSG00000151366,22.19,0.58974975,4.289923343446012e-109,4.588153308498408e-108
0,ENSG00000137509,22.03182,1.07418,1.4272346214940954e-107,1.5143072907099155e-106
0,ENSG00000196998,21.993425,1.237203,3.3288475278958233e-107,3.522589976609337e-106
