Gene_set,term,Overlap,P-value,Adjusted_P_value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library,tag,direction
LINCS_L1000_Chem_Pert_down,CPC006 THP1 6H-bx-795-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 THP1 6H-BRD-K56411643-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 U937 6H-as605240-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 VCAP 6H-BRD-K25737009-40.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 WSUDLCL2 6H-bibr1532-80.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,PGRMC1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,"CPC006 WSUDLCL2 6H-15-deoxy-?12,14-prostaglandin j2-10.0",1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,ITGA7,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC007 HT29 6H-vorinostat-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC008 A375 24H-wortmannin-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC008 HT29 6H-geldanamycin-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC008 MCF7 24H-BRD-K70918941-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,HADH,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC009 HA1E 6H-BRD-K00313977-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC009 HEPG2 6H-arg-a1-2 brd-k39580048-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,EFHD1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC009 VCAP 24H-BRD-K14788918-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC010 A549 6H-corticosterone-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,PMP22,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC010 A549 6H-stock1n-27488-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC010 HEPG2 6H-itavastatin ca-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC011 A375 6H-diphenylcyclopropenone-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,NR4A2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC011 VCAP 6H-trichostatin a-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC012 A549 6H-trichostatin a-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC013 A375 6H-np-001821-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,FXYD6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC013 A549 6H-BRD-K64606589-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC013 HEPG2 6H-BRD-K58900438-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,PMP22,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC013 VCAP 24H-s1362-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,LAMA4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 A549 24H-BRD-K01436366-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 HA1E 6H-p0030-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 HEPG2 6H-ei-346-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,EFHD1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 VCAP 6H-BRD-K64857848-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,DUSP3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC015 HEPG2 6H-domperidone-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,PRX,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC015 HT29 6H-scriptaid-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC016 A549 24H-flumethasone-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC016 A549 6H-linolenic acid (18:3 n-3)-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,CADM3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC016 NEU 24H-ro 31-8220 mesylate-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SNCA,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC017 A549 24H-kf 38789-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,DUSP3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC017 A549 6H-BRD-K23478508 (digoxin)-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC018 A549 24H-medrysone-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC018 SKB 24H-BRD-K88329126-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,DUSP3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC020 A549 6H-beclomethasone dipropionate-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,AZGP1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPD003 PC3 6H-trichostatin a-10.0,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 PC3 24H-JNK-IN-5A-0.37,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,MBP,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HA1E 24H-PF-3758309-3.33,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SPARC,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 MCF7 24H-I-BET151-3.33,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,RCAN1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HS578T 24H-WZ-3105-0.12,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SERPINB9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF7 24H-buparlisib-10,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,MCAM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF7 24H-torin-2-0.12,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,MCAM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 PC3 24H-GSK-1059615-1.11,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 PC3 24H-NVP-AUY922-0.04,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,SERPINE2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A375 24H-AZD-5438-10,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,KLK6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HA1E 24H-mitoxantrone-0.04,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,TNFAIP6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-selumetinib-0.04,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,AURKB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 LNCAP 3H-AT-7519-0.37,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,EGR2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF10A 24H-QL-XII-47-3.33,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,STMN1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF7 24H-PF-562271-10,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,NEDD9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 HT29 24H-AZ-628-3.33,1/81,0.539174034306341,0.6166383363948909,0,0,1.30489417989418,0.8060551569719926,BAG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,TRICHLOROETHYLENE 6575 mouse GSE24278 sample 3311,3/278,0.4936777799312979,0.684220080957413,0,0,1.139620807000486,0.8044266940201688,MME;FILIP1;LPIN1,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC002 HCC515 24H-niguldipine-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,GPM6A;DUSP3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 HT29 24H-evodiamine-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,DUSP3;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 HT29 24H-tpca-1-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,SH3BP5;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC009 MCF7 24H-BRD-U32049204-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,PGRMC1;ACTC1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC011 PC3 24H-idarubicin hcl-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,SH3BP5;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 PC3 24H-ei-155-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,SH3BP5;PMP22,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 SKB 24H-BRD-U33728988-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,PGRMC1;SNCA,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC020 PC3 24H-mitoxantrone dihydrochloride-10.0,2/179,0.5089165739721564,0.6014409945206283,0,0,1.1800096165404497,0.7970624853675792,SH3BP5;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 MCF7 24H-vorinostat-11.1,3/279,0.4960645314356917,0.5937573808119865,0,0,1.1354336200883517,0.7959948957572992,HADH;MYL9;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,"Dmnq   (2,3-Dimethoxy-1,4-naphthoquinone) 3136 human GSE6907 sample 3527",3/279,0.4960645314356917,0.6853419361170366,0,0,1.1354336200883517,0.7959948957572992,AZGP1;PGRMC1;DSTN,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,cetuximab DB00002 human GSE61495 sample 3133,3/279,0.4960645314356917,0.6853419361170366,0,0,1.1354336200883517,0.7959948957572992,LDHB;OXR1;CTNNAL1,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,Triiodothyronine-[13C6] hydrochloride (T3 thyronine) 53442265 human GSE29159 sample 3043,3/280,0.4984457205195464,0.6871178465806287,0,0,1.1312766655726945,0.7876633485864637,ALDH1B1;PLLP;PEG10,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 HA1E 6H-16-hydroxytriptolide-0.08,2/180,0.5118854479392764,0.6020303372077905,0,0,1.1733205833134115,0.785719307029291,SH3BP5;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 HT29 24H-ym-155-0.31,2/180,0.5118854479392764,0.6020303372077905,0,0,1.1733205833134115,0.785719307029291,MYL9;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC012 MCF7 24H-BRD-K81795824-10.0,2/180,0.5118854479392764,0.6020303372077905,0,0,1.1733205833134115,0.785719307029291,DUSP3;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 PC3 24H-BRD-K19220233-10.0,2/180,0.5118854479392764,0.6020303372077905,0,0,1.1733205833134115,0.785719307029291,DUSP3;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 HA1E 24H-belinostat-0.37,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SYNM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC005 MCF7 24H-trichostatin a-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC005 VCAP 6H-doxorubicin hydrochloride-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 A375 24H-BRD-K64642496-40.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,DUSP3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 A673 6H-parthenolide-20.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,DYNC1LI2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 AGS 6H-4-demethoxydaunorubicin hydrochloride (65)-0.08,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 COV644 6H-temsirolimus [ci779]-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,PGRMC1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 HA1E 6H-bms-536924-11.1,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,"CPC006 HA1E 6H-l-690,488-10.0",1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 LOVO 6H-BRD-K12184916-0.63,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,PRX,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 LOVO 6H-bjm-ctd2-9-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 MDST8 6H-mln2238-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 NCIH1694 6H-azd8055-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,ACTC1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 PL21 6H-bml-259-80.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,TGFB2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 RKO 6H-16-hydroxytriptolide-0.0799999982119,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 RMGI 6H-pik-90-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 RMUGS 6H-thalidomide-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,PRX,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 SKM1 6H-tpca-1-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,CASQ2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 SKMEL28 6H-tg101348-11.1,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 SW948 6H-BRD-K57080016-80.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 WSUDLCL2 6H-zm 336372-102.71,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,PGRMC1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC007 A375 6H-BRD-A06664848-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,PSMF1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC009 A375 6H-BRD-K81814927-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC009 VCAP 24H-BRD-A11087911-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,FN1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC011 A375 6H-vorinostat-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC012 PC3 24H-BRD-A43155244-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,DUSP3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC012 PC3 24H-BRD-K56653679-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC012 PC3 6H-BRD-K68202742 (trichostatin a)-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC012 VCAP 24H-BRD-K56653679-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,CSRP1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC013 HA1E 6H-s1107-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC014 HA1E 6H-s1018-10.0,1/82,0.5435696717676995,0.6193099914908771,0,0,1.2887190541511528,0.7855997714822702,SH3BP5,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
